,year,fuel_type,CO2
1197,1967,Cement,53.703
1198,1968,Cement,58.048
1199,1969,Cement,65.284
1200,1970,Cement,73.46
1201,1971,Cement,80.516
1202,1972,Cement,87.414
1203,1973,Cement,95.981
1204,1974,Cement,94.876
1205,1975,Cement,99.468
1206,1976,Cement,105.933
1207,1977,Cement,115.586
1208,1978,Cement,131.156
1209,1979,Cement,134.565
1210,1980,Cement,138.325
1211,1981,Cement,143.256
1212,1982,Cement,149.911
1213,1983,Cement,160.181
1214,1984,Cement,169.774
1215,1985,Cement,179.708
1216,1986,Cement,191.752
1217,1987,Cement,205.096
1218,1988,Cement,224.906
1219,1989,Cement,235.416
1220,1990,Cement,242.821
1221,1991,Cement,267.696
1222,1992,Cement,299.26
1223,1993,Cement,329.406
1224,1994,Cement,360.606
1225,1995,Cement,390.278
1226,1996,Cement,407.105
1227,1997,Cement,418.427
1228,1998,Cement,408.082
1229,1999,Cement,434.97
1230,2000,Cement,460.032
1231,2001,Cement,493.168
1232,2002,Cement,530.477
1233,2003,Cement,584.558
1234,2004,Cement,630.325
1235,2005,Cement,670.905
1236,2006,Cement,741.049
1237,2007,Cement,802.205
1238,2008,Cement,830.348
1239,2009,Cement,898.594
1240,2010,Cement,968.791
1241,2011,Cement,1057.353
1242,2012,Cement,1083.775
1243,2013,Cement,1142.451
1244,2014,Cement,1186.575
1245,2015,Cement,1130.591
1246,2016,Cement,1176.359
1247,2017,Cement,1195.419
1248,2018,Cement,1256.668
1249,2019,Cement,1296.428
1250,2020,Cement,1315.197
1251,1830,Cement,
1252,1831,Cement,
1253,1832,Cement,
1254,1833,Cement,
1255,1834,Cement,
1256,1835,Cement,
1257,1836,Cement,
1258,1837,Cement,
1259,1838,Cement,
1260,1839,Cement,
1261,1840,Cement,
1262,1841,Cement,
1263,1842,Cement,
1264,1843,Cement,
1265,1844,Cement,
1266,1845,Cement,
1267,1846,Cement,
1268,1847,Cement,
1269,1848,Cement,
1270,1849,Cement,
1271,1850,Cement,
1272,1851,Cement,
1273,1852,Cement,
1274,1853,Cement,
1275,1854,Cement,
1276,1855,Cement,
1277,1856,Cement,
1278,1857,Cement,
1279,1858,Cement,
1280,1859,Cement,
1281,1860,Cement,
1282,1861,Cement,
1283,1862,Cement,
1284,1863,Cement,
1285,1864,Cement,
1286,1865,Cement,
1287,1866,Cement,
1288,1867,Cement,
1289,1868,Cement,
1290,1869,Cement,
1291,1870,Cement,
1292,1871,Cement,
1293,1872,Cement,
1294,1873,Cement,
1295,1874,Cement,
1296,1875,Cement,
1297,1876,Cement,
1298,1877,Cement,
1299,1878,Cement,
1300,1879,Cement,
1301,1880,Cement,
1302,1881,Cement,
1303,1882,Cement,
1304,1883,Cement,
1305,1884,Cement,
1306,1885,Cement,
1307,1886,Cement,
1308,1887,Cement,
1309,1888,Cement,
1310,1889,Cement,
1311,1890,Cement,
1312,1891,Cement,
1313,1892,Cement,
1314,1893,Cement,
1315,1894,Cement,
1316,1895,Cement,
1317,1896,Cement,
1318,1897,Cement,
1319,1898,Cement,
1320,1899,Cement,
1321,1900,Cement,
1322,1901,Cement,
1323,1902,Cement,
1324,1903,Cement,
1325,1904,Cement,
1326,1905,Cement,
1327,1906,Cement,
1328,1907,Cement,
1329,1908,Cement,
1330,1909,Cement,
1331,1910,Cement,
1332,1911,Cement,
1333,1912,Cement,
1334,1913,Cement,
1335,1914,Cement,
1336,1915,Cement,
1337,1916,Cement,
1338,1917,Cement,
1339,1918,Cement,
1340,1919,Cement,
1341,1920,Cement,
1342,1921,Cement,
1343,1922,Cement,
1344,1923,Cement,
1345,1924,Cement,
1346,1925,Cement,
1347,1926,Cement,
1348,1927,Cement,
1349,1928,Cement,2.191
1350,1929,Cement,2.534
1351,1930,Cement,2.37
1352,1931,Cement,2.365
1353,1932,Cement,2.449
1354,1933,Cement,2.894
1355,1934,Cement,3.043
1356,1935,Cement,3.915
1357,1936,Cement,4.294
1358,1937,Cement,4.281
1359,1938,Cement,3.795
1360,1939,Cement,4.206
1361,1940,Cement,3.041
1362,1941,Cement,4.797
1363,1942,Cement,3.58
1364,1943,Cement,3.057
1365,1944,Cement,2.424
1366,1945,Cement,1.126
1367,1946,Cement,1.263
1368,1947,Cement,1.776
1369,1948,Cement,2.334
1370,1949,Cement,3.379
1371,1950,Cement,4.384
1372,1951,Cement,5.969
1373,1952,Cement,6.523
1374,1953,Cement,7.834
1375,1954,Cement,9.496
1376,1955,Cement,10.041
1377,1956,Cement,11.791
1378,1957,Cement,13.923
1379,1958,Cement,15.089
1380,1959,Cement,17.627
1381,1960,Cement,21.621
1382,1961,Cement,23.894
1383,1962,Cement,27.288
1384,1963,Cement,28.822
1385,1964,Cement,31.619
1386,1965,Cement,33.266
1387,1966,Cement,38.039
1388,1967,Cement,41.797
1389,1968,Cement,46.923
1390,1969,Cement,51.233
1391,1970,Cement,56.247
1392,1971,Cement,60.34
1393,1972,Cement,65.333
1394,1973,Cement,73.605
1395,1974,Cement,73.035
1396,1975,Cement,73.077
1397,1976,Cement,78.401
1398,1977,Cement,84.358
1399,1978,Cement,95.925
1400,1979,Cement,96.493
1401,1980,Cement,98.068
1402,1981,Cement,100.466
1403,1982,Cement,101.365
1404,1983,Cement,105.104
1405,1984,Cement,107.116
1406,1985,Cement,106.017
1407,1986,Cement,108.384
1408,1987,Cement,113.255
1409,1988,Cement,121.716
1410,1989,Cement,129.739
1411,1990,Cement,135.96
1412,1991,Cement,141.888
1413,1992,Cement,151.658
1414,1993,Cement,160.029
1415,1994,Cement,167.69
1416,1995,Cement,174.538
1417,1996,Cement,180.173
1418,1997,Cement,178.135
1419,1998,Cement,157.687
1420,1999,Cement,162.055
1421,2000,Cement,169.687
1422,2001,Cement,175.6
1423,2002,Cement,184.776
1424,2003,Cement,188.492
1425,2004,Cement,194.788
1426,2005,Cement,199.569
1427,2006,Cement,206.057
1428,2007,Cement,218.891
1429,2008,Cement,231.179
1430,2009,Cement,233.766
1431,2010,Cement,243.17
1432,2011,Cement,257.474
1433,2012,Cement,268.756
1434,2013,Cement,286.308
1435,2014,Cement,292.123
1436,2015,Cement,291.088
1437,2016,Cement,310.034
1438,2017,Cement,316.187
1439,2018,Cement,330.959
1440,2019,Cement,325.888
1441,2020,Cement,334.056
1442,1860,Cement,
1443,1861,Cement,
1444,1862,Cement,
1445,1863,Cement,
1446,1864,Cement,
1447,1865,Cement,
1448,1866,Cement,
1449,1867,Cement,
1450,1868,Cement,
1451,1869,Cement,
1452,1870,Cement,
1453,1871,Cement,
1454,1872,Cement,
1455,1873,Cement,
1456,1874,Cement,
1457,1875,Cement,
1458,1876,Cement,
1459,1877,Cement,
1460,1878,Cement,
1461,1879,Cement,
1462,1880,Cement,
1463,1881,Cement,
1464,1882,Cement,
1465,1883,Cement,
1466,1884,Cement,
1467,1885,Cement,
1468,1886,Cement,
1469,1887,Cement,
1470,1888,Cement,
1471,1889,Cement,
1472,1890,Cement,
1473,1891,Cement,
1474,1892,Cement,
1475,1893,Cement,
1476,1894,Cement,
1477,1895,Cement,
1478,1896,Cement,
1479,1897,Cement,
1480,1898,Cement,
1481,1899,Cement,
1482,1900,Cement,
1483,1901,Cement,
1484,1902,Cement,
1485,1903,Cement,
1486,1904,Cement,
1487,1905,Cement,
1488,1906,Cement,
1489,1907,Cement,
1490,1908,Cement,
1491,1909,Cement,
1492,1910,Cement,
1493,1911,Cement,
1494,1912,Cement,
1495,1913,Cement,
1496,1914,Cement,
1497,1915,Cement,
1498,1916,Cement,
1499,1917,Cement,
1500,1918,Cement,
1501,1919,Cement,
1502,1920,Cement,
1503,1921,Cement,
1504,1922,Cement,
1505,1923,Cement,
1506,1924,Cement,
1507,1925,Cement,
1508,1926,Cement,
1509,1927,Cement,
1510,1928,Cement,0.378
1511,1929,Cement,0.356
1512,1930,Cement,0.349
1513,1931,Cement,0.196
1514,1932,Cement,0.124
1515,1933,Cement,0.16
1516,1934,Cement,0.207
1517,1935,Cement,0.276
1518,1936,Cement,0.323
1519,1937,Cement,0.363
1520,1938,Cement,0.178
1521,1939,Cement,0.338
1522,1940,Cement,0.349
1523,1941,Cement,0.342
1524,1942,Cement,0.28
1525,1943,Cement,0.196
1526,1944,Cement,0.218
1527,1945,Cement,0.349
1528,1946,Cement,0.363
1529,1947,Cement,0.443
1530,1948,Cement,0.509
1531,1949,Cement,0.531
1532,1950,Cement,0.632
1533,1951,Cement,0.611
1534,1952,Cement,0.672
1535,1953,Cement,0.789
1536,1954,Cement,0.945
1537,1955,Cement,0.985
1538,1956,Cement,1.058
1539,1957,Cement,1.148
1540,1958,Cement,1.214
1541,1959,Cement,1.294
1542,1960,Cement,1.381
1543,1961,Cement,1.414
1544,1962,Cement,1.45
1545,1963,Cement,1.541
1546,1964,Cement,1.792
1547,1965,Cement,1.879
1548,1966,Cement,1.817
1549,1967,Cement,1.89
1550,1968,Cement,1.941
1551,1969,Cement,2.13
1552,1970,Cement,2.228
1553,1971,Cement,2.314
1554,1972,Cement,2.437
1555,1973,Cement,2.593
1556,1974,Cement,2.571
1557,1975,Cement,2.476
1558,1976,Cement,2.497
1559,1977,Cement,2.478
1560,1978,Cement,2.463
1561,1979,Cement,2.586
1562,1980,Cement,2.658
1563,1981,Cement,2.961
1564,1982,Cement,2.83
1565,1983,Cement,2.384
1566,1984,Cement,2.691
1567,1985,Cement,2.901
1568,1986,Cement,2.918
1569,1987,Cement,2.888
1570,1988,Cement,3.148
1571,1989,Cement,3.393
1572,1990,Cement,3.478
1573,1991,Cement,3.21
1574,1992,Cement,2.942
1575,1993,Cement,3.03
1576,1994,Cement,3.56
1577,1995,Cement,3.391
1578,1996,Cement,3.29
1579,1997,Cement,3.252
1580,1998,Cement,3.524
1581,1999,Cement,3.552
1582,2000,Cement,3.643
1583,2001,Cement,3.574
1584,2002,Cement,3.541
1585,2003,Cement,3.622
1586,2004,Cement,3.591
1587,2005,Cement,3.678
1588,2006,Cement,3.937
1589,2007,Cement,3.994
1590,2008,Cement,3.915
1591,2009,Cement,3.775
1592,2010,Cement,3.544
1593,2011,Cement,3.509
1594,2012,Cement,3.488
1595,2013,Cement,3.255
1596,2014,Cement,3.18
1597,2015,Cement,3.09
1598,2016,Cement,2.966
1599,2017,Cement,3.02
1600,2018,Cement,2.946
1601,2019,Cement,3.025
1602,2020,Cement,3.025
1603,1807,Cement,
1604,1808,Cement,
1605,1809,Cement,
1606,1810,Cement,
1607,1811,Cement,
1608,1812,Cement,
1609,1813,Cement,
1610,1814,Cement,
1611,1815,Cement,
1612,1816,Cement,
1613,1817,Cement,
1614,1818,Cement,
1615,1819,Cement,
1616,1820,Cement,
1617,1821,Cement,
1618,1822,Cement,
1619,1823,Cement,
1620,1824,Cement,
1621,1825,Cement,
1622,1826,Cement,
1623,1827,Cement,
1624,1828,Cement,
1625,1829,Cement,
1626,1830,Cement,
1627,1831,Cement,
1628,1832,Cement,
1629,1833,Cement,
1630,1834,Cement,
1631,1835,Cement,
1632,1836,Cement,
1633,1837,Cement,
1634,1838,Cement,
1635,1839,Cement,
1636,1840,Cement,
1637,1841,Cement,
1638,1842,Cement,
1639,1843,Cement,
1640,1844,Cement,
1641,1845,Cement,
1642,1846,Cement,
1643,1847,Cement,
1644,1848,Cement,
1645,1849,Cement,
1646,1850,Cement,
1647,1851,Cement,
1648,1852,Cement,
1649,1853,Cement,
1650,1854,Cement,
1651,1855,Cement,
1652,1856,Cement,
1653,1857,Cement,
1654,1858,Cement,
1655,1859,Cement,
1656,1860,Cement,
1657,1861,Cement,
1658,1862,Cement,
1659,1863,Cement,
1660,1864,Cement,
1661,1865,Cement,
1662,1866,Cement,
1663,1867,Cement,
1664,1868,Cement,
1665,1869,Cement,
1666,1870,Cement,
1667,1871,Cement,
1668,1872,Cement,
1669,1873,Cement,
1670,1874,Cement,
1671,1875,Cement,
1672,1876,Cement,
1673,1877,Cement,
1674,1878,Cement,
1675,1879,Cement,
1676,1880,Cement,
1677,1881,Cement,
1678,1882,Cement,
1679,1883,Cement,
1680,1884,Cement,
1681,1885,Cement,
1682,1886,Cement,
1683,1887,Cement,
1684,1888,Cement,
1685,1889,Cement,
1686,1890,Cement,
1687,1891,Cement,
1688,1892,Cement,
1689,1893,Cement,
1690,1894,Cement,
1691,1895,Cement,
1692,1896,Cement,
1693,1897,Cement,
1694,1898,Cement,
1695,1899,Cement,
1696,1900,Cement,
1697,1901,Cement,
1698,1902,Cement,
1699,1903,Cement,
1700,1904,Cement,
1701,1905,Cement,
1702,1906,Cement,
1703,1907,Cement,
1704,1908,Cement,
1705,1909,Cement,
1706,1910,Cement,
1707,1911,Cement,
1708,1912,Cement,
1709,1913,Cement,
1710,1914,Cement,
1711,1915,Cement,
1712,1916,Cement,
1713,1917,Cement,
1714,1918,Cement,
1715,1919,Cement,
1716,1920,Cement,
1717,1921,Cement,
1718,1922,Cement,
1719,1923,Cement,
1720,1924,Cement,
1721,1925,Cement,
1722,1926,Cement,
1723,1927,Cement,
1724,1928,Cement,0.258
1725,1929,Cement,0.287
1726,1930,Cement,0.298
1727,1931,Cement,0.149
1728,1932,Cement,0.174
1729,1933,Cement,0.138
1730,1934,Cement,0.153
1731,1935,Cement,0.182
1732,1936,Cement,0.182
1733,1937,Cement,0.211
1734,1938,Cement,0.32
1735,1939,Cement,0.367
1736,1940,Cement,0.403
1737,1941,Cement,0.418
1738,1942,Cement,0.338
1739,1943,Cement,0.382
1740,1944,Cement,
1741,1945,Cement,
1742,1946,Cement,0.193
1743,1947,Cement,0.138
1744,1948,Cement,0.356
1745,1949,Cement,0.538
1746,1950,Cement,0.636
1747,1951,Cement,0.731
1748,1952,Cement,0.687
1749,1953,Cement,0.691
1750,1954,Cement,0.803
1751,1955,Cement,0.919
1752,1956,Cement,0.956
1753,1957,Cement,1.054
1754,1958,Cement,1.065
1755,1959,Cement,1.196
1756,1960,Cement,1.399
1757,1961,Cement,1.523
1758,1962,Cement,1.512
1759,1963,Cement,1.635
1760,1964,Cement,1.865
1761,1965,Cement,1.999
1762,1966,Cement,2.224
1763,1967,Cement,2.246
1764,1968,Cement,2.25
1765,1969,Cement,2.253
1766,1970,Cement,2.377
1767,1971,Cement,2.693
1768,1972,Cement,3.086
1769,1973,Cement,3.018
1770,1974,Cement,3.078
1771,1975,Cement,2.672
1772,1976,Cement,2.768
1773,1977,Cement,2.628
1774,1978,Cement,2.721
1775,1979,Cement,2.573
1776,1980,Cement,2.48
1777,1981,Cement,2.382
1778,1982,Cement,2.24
1779,1983,Cement,2.171
1780,1984,Cement,2.148
1781,1985,Cement,1.982
1782,1986,Cement,1.967
1783,1987,Cement,1.93
1784,1988,Cement,2.015
1785,1989,Cement,1.99
1786,1990,Cement,2.033
1787,1991,Cement,2.005
1788,1992,Cement,2.105
1789,1993,Cement,2.032
1790,1994,Cement,2.102
1791,1995,Cement,1.631
1792,1996,Cement,1.634
1793,1997,Cement,1.761
1794,1998,Cement,1.599
1795,1999,Cement,1.607
1796,2000,Cement,1.712
1797,2001,Cement,1.72
1798,2002,Cement,1.736
1799,2003,Cement,1.754
1800,2004,Cement,1.79
1801,2005,Cement,1.797
1802,2006,Cement,1.954
1803,2007,Cement,2.131
1804,2008,Cement,2.133
1805,2009,Cement,1.799
1806,2010,Cement,1.622
1807,2011,Cement,1.666
1808,2012,Cement,1.673
1809,2013,Cement,1.656
1810,2014,Cement,1.639
1811,2015,Cement,1.701
1812,2016,Cement,1.729
1813,2017,Cement,1.71
1814,2018,Cement,1.827
1815,2019,Cement,1.771
1816,2020,Cement,1.771
1817,1830,Cement,
1818,1831,Cement,
1819,1832,Cement,
1820,1833,Cement,
1821,1834,Cement,
1822,1835,Cement,
1823,1836,Cement,
1824,1837,Cement,
1825,1838,Cement,
1826,1839,Cement,
1827,1840,Cement,
1828,1841,Cement,
1829,1842,Cement,
1830,1843,Cement,
1831,1844,Cement,
1832,1845,Cement,
1833,1846,Cement,
1834,1847,Cement,
1835,1848,Cement,
1836,1849,Cement,
1837,1850,Cement,
1838,1851,Cement,
1839,1852,Cement,
1840,1853,Cement,
1841,1854,Cement,
1842,1855,Cement,
1843,1856,Cement,
1844,1857,Cement,
1845,1858,Cement,
1846,1859,Cement,
1847,1860,Cement,
1848,1861,Cement,
1849,1862,Cement,
1850,1863,Cement,
1851,1864,Cement,
1852,1865,Cement,
1853,1866,Cement,
1854,1867,Cement,
1855,1868,Cement,
1856,1869,Cement,
1857,1870,Cement,
1858,1871,Cement,
1859,1872,Cement,
1860,1873,Cement,
1861,1874,Cement,
1862,1875,Cement,
1863,1876,Cement,
1864,1877,Cement,
1865,1878,Cement,
1866,1879,Cement,
1867,1880,Cement,
1868,1881,Cement,
1869,1882,Cement,
1870,1883,Cement,
1871,1884,Cement,
1872,1885,Cement,
1873,1886,Cement,
1874,1887,Cement,
1875,1888,Cement,
1876,1889,Cement,
1877,1890,Cement,
1878,1891,Cement,
1879,1892,Cement,
1880,1893,Cement,
1881,1894,Cement,
1882,1895,Cement,
1883,1896,Cement,
1884,1897,Cement,
1885,1898,Cement,
1886,1899,Cement,
1887,1900,Cement,
1888,1901,Cement,
1889,1902,Cement,
1890,1903,Cement,
1891,1904,Cement,
1892,1905,Cement,
1893,1906,Cement,
1894,1907,Cement,
1895,1908,Cement,
1896,1909,Cement,
1897,1910,Cement,
1898,1911,Cement,
1899,1912,Cement,
1900,1913,Cement,
1901,1914,Cement,
1902,1915,Cement,
1903,1916,Cement,
1904,1917,Cement,
1905,1918,Cement,
1906,1919,Cement,
1907,1920,Cement,
1908,1921,Cement,
1909,1922,Cement,
1910,1923,Cement,
1911,1924,Cement,
1912,1925,Cement,
1913,1926,Cement,
1914,1927,Cement,
1915,1928,Cement,0.007
1916,1929,Cement,0.009
1917,1930,Cement,0.012
1918,1931,Cement,0.013
1919,1932,Cement,0.013
1920,1933,Cement,0.01
1921,1934,Cement,0.014
1922,1935,Cement,0.017
1923,1936,Cement,0.023
1924,1937,Cement,0.021
1925,1938,Cement,0.022
1926,1939,Cement,0.022
1927,1940,Cement,0.022
1928,1941,Cement,0.022
1929,1942,Cement,
1930,1943,Cement,
1931,1944,Cement,
1932,1945,Cement,0.007
1933,1946,Cement,0.013
1934,1947,Cement,0.019
1935,1948,Cement,0.026
1936,1949,Cement,0.031
1937,1950,Cement,0.041
1938,1951,Cement,0.049
1939,1952,Cement,0.055
1940,1953,Cement,0.063
1941,1954,Cement,0.075
1942,1955,Cement,0.089
1943,1956,Cement,0.098
1944,1957,Cement,0.114
1945,1958,Cement,0.132
1946,1959,Cement,0.154
1947,1960,Cement,0.181
1948,1961,Cement,0.202
1949,1962,Cement,0.228
1950,1963,Cement,0.243
1951,1964,Cement,0.259
1952,1965,Cement,0.289
1953,1966,Cement,0.32
1954,1967,Cement,0.34
1955,1968,Cement,0.351
1956,1969,Cement,0.361
1957,1970,Cement,0.383
1958,1971,Cement,0.403
1959,1972,Cement,0.419
1960,1973,Cement,0.44
1961,1974,Cement,0.462
1962,1975,Cement,0.489
1963,1976,Cement,0.491
1964,1977,Cement,0.496
1965,1978,Cement,0.489
1966,1979,Cement,0.467
1967,1980,Cement,0.469
1968,1981,Cement,0.474
1969,1982,Cement,0.458
1970,1983,Cement,0.472
1971,1984,Cement,0.476
1972,1985,Cement,0.475
1973,1986,Cement,0.487
1974,1987,Cement,0.491
1975,1988,Cement,0.495
1976,1989,Cement,0.494
1977,1990,Cement,0.478
1978,1991,Cement,0.467
1979,1992,Cement,0.379
1980,1993,Cement,0.294
1981,1994,Cement,0.237
1982,1995,Cement,0.103
1983,1996,Cement,0.12
1984,1997,Cement,0.175
1985,1998,Cement,0.115
1986,1999,Cement,0.104
1987,2000,Cement,0.121
1988,2001,Cement,0.304
1989,2002,Cement,0.472
1990,2003,Cement,0.539
1991,2004,Cement,0.724
1992,2005,Cement,0.743
1993,2006,Cement,0.783
1994,2007,Cement,0.817
1995,2008,Cement,0.77
1996,2009,Cement,0.621
1997,2010,Cement,0.617
1998,2011,Cement,0.465
1999,2012,Cement,0.658
2000,2013,Cement,0.722
2001,2014,Cement,0.925
2002,2015,Cement,0.843
2003,2016,Cement,0.726
2004,2017,Cement,0.929
2005,2018,Cement,1.083
2006,2019,Cement,1.083
2007,2020,Cement,1.083
2008,1950,Cement,
2009,1951,Cement,
2010,1952,Cement,
2011,1953,Cement,
2012,1954,Cement,
2013,1955,Cement,
2014,1956,Cement,
2015,1957,Cement,
2016,1958,Cement,
2017,1959,Cement,
2018,1960,Cement,
2019,1961,Cement,
2020,1962,Cement,
2021,1963,Cement,
2022,1964,Cement,
2023,1965,Cement,
2024,1966,Cement,
2025,1967,Cement,0.338
2026,1968,Cement,0.338
2027,1969,Cement,0.403
2028,1970,Cement,0.411
2029,1971,Cement,0.411
2030,1972,Cement,0.487
2031,1973,Cement,0.472
2032,1974,Cement,0.393
2033,1975,Cement,0.189
2034,1976,Cement,0.133
2035,1977,Cement,0.036
2036,1978,Cement,0.159
2037,1979,Cement,0.214
2038,1980,Cement,0.223
2039,1981,Cement,0.014
2040,1982,Cement,0.031
2041,1983,Cement,0.01
2042,1984,Cement,
2043,1985,Cement,
2044,1986,Cement,
2045,1987,Cement,
2046,1988,Cement,
2047,1989,Cement,
2048,1990,Cement,
2049,1991,Cement,
2050,1992,Cement,
2051,1993,Cement,
2052,1994,Cement,
2053,1995,Cement,
2054,1996,Cement,
2055,1997,Cement,
2056,1998,Cement,
2057,1999,Cement,
2058,2000,Cement,
2059,2001,Cement,
2060,2002,Cement,
2061,2003,Cement,
2062,2004,Cement,
2063,2005,Cement,
2064,2006,Cement,
2065,2007,Cement,
2066,2008,Cement,
2067,2009,Cement,
2068,2010,Cement,
2069,2011,Cement,
2070,2012,Cement,
2071,2013,Cement,
2072,2014,Cement,
2073,2015,Cement,
2074,2016,Cement,
2075,2017,Cement,
2076,2018,Cement,
2077,2019,Cement,
2078,2020,Cement,
2079,1933,Cement,
2080,1934,Cement,
2081,1935,Cement,
2082,1936,Cement,
2083,1937,Cement,
2084,1938,Cement,
2085,1939,Cement,
2086,1940,Cement,
2087,1941,Cement,
2088,1942,Cement,
2089,1943,Cement,
2090,1944,Cement,
2091,1945,Cement,
2092,1946,Cement,
2093,1947,Cement,
2094,1948,Cement,
2095,1949,Cement,
2096,1950,Cement,
2097,1951,Cement,
2098,1952,Cement,
2099,1953,Cement,
2100,1954,Cement,
2101,1955,Cement,
2102,1956,Cement,
2103,1957,Cement,
2104,1958,Cement,
2105,1959,Cement,
2106,1960,Cement,
2107,1961,Cement,
2108,1962,Cement,
2109,1963,Cement,
2110,1964,Cement,
2111,1965,Cement,
2112,1966,Cement,
2113,1967,Cement,
2114,1968,Cement,
2115,1969,Cement,
2116,1970,Cement,
2117,1971,Cement,
2118,1972,Cement,
2119,1973,Cement,
2120,1974,Cement,
2121,1975,Cement,
2122,1976,Cement,
2123,1977,Cement,
2124,1978,Cement,
2125,1979,Cement,
2126,1980,Cement,
2127,1981,Cement,
2128,1982,Cement,
2129,1983,Cement,
2130,1984,Cement,
2131,1985,Cement,
2132,1986,Cement,
2133,1987,Cement,
2134,1988,Cement,0.066
2135,1989,Cement,0.065
2136,1990,Cement,0.062
2137,1991,Cement,0.062
2138,1992,Cement,0.09
2139,1993,Cement,0.092
2140,1994,Cement,0.091
